minute_utc,entity_id,recorded_changes,min_w,avg_recorded_w,max_w,last_w
2026-08-13T05:46:00Z,sensor.furnace_power_total,4,278.98,279.202,279.44,279.02
2026-08-13T05:47:00Z,sensor.ac_power_total,8,1959.88,1968.233,1977.39,1959.88
2026-08-13T05:47:00Z,sensor.furnace_power_total,4,279.3,279.67,280.26,280.26
2026-08-13T05:48:00Z,sensor.ac_power_total,8,1948.44,1955.39,1958.86,1948.44
2026-08-13T05:48:00Z,sensor.furnace_power_total,4,279.33,279.668,280.05,279.53
2026-08-13T05:49:00Z,sensor.ac_power_total,4,1945.46,1946.738,1947.97,1945.46
2026-08-13T05:49:00Z,sensor.furnace_power_total,2,279.67,279.695,279.72,279.67
2026-08-13T05:50:00Z,sensor.ac_power_total,8,1944.26,1944.936,1945.74,1944.77
2026-08-13T05:50:00Z,sensor.furnace_power_total,4,279.18,279.567,280.04,279.57
2026-08-13T05:51:00Z,sensor.ac_power_total,8,1945.31,1948.279,1950.88,1950.88
2026-08-13T05:51:00Z,sensor.furnace_power_total,4,279.1,279.428,279.83,279.83
2026-08-13T05:52:00Z,sensor.ac_power_total,8,1950.8,1953.814,1956.36,1955.06
2026-08-13T05:52:00Z,sensor.furnace_power_total,4,279.3,279.575,279.74,279.53
2026-08-13T05:53:00Z,sensor.ac_power_total,8,1953.96,1955.309,1957.02,1955.22
2026-08-13T05:53:00Z,sensor.furnace_power_total,4,279.43,279.523,279.7,279.43
2026-08-13T05:54:00Z,sensor.ac_power_total,8,1953.69,1955.83,1960.36,1960.36
2026-08-13T05:54:00Z,sensor.furnace_power_total,4,279.16,279.53,280.06,279.25
2026-08-13T05:55:00Z,sensor.ac_power_total,8,1958.02,1958.773,1959.39,1959.39
2026-08-13T05:55:00Z,sensor.furnace_power_total,4,279.06,279.428,279.82,279.43
2026-08-13T05:56:00Z,sensor.ac_power_total,8,1960.09,1961.957,1964.65,1964.65
2026-08-13T05:56:00Z,sensor.furnace_power_total,4,278.67,279.305,279.67,278.67
2026-08-13T05:57:00Z,sensor.ac_power_total,7,1960.04,1961.947,1964.1,1963.06
2026-08-13T05:57:00Z,sensor.furnace_power_total,4,279.23,279.615,279.83,279.23
2026-08-13T05:58:00Z,sensor.ac_power_total,8,1963.53,1965.34,1966.63,1963.53
2026-08-13T05:58:00Z,sensor.furnace_power_total,4,279.45,279.673,279.9,279.59
2026-08-13T05:59:00Z,sensor.ac_power_total,8,1960.87,1962.025,1963.24,1960.87
2026-08-13T05:59:00Z,sensor.furnace_power_total,4,279.63,279.732,279.88,279.77
2026-08-13T06:00:00Z,sensor.ac_power_total,9,1956.64,1959.041,1960.87,1960.56
2026-08-13T06:00:00Z,sensor.furnace_power_total,5,279.28,279.598,279.78,279.78
2026-08-13T06:01:00Z,sensor.ac_power_total,8,1956.1,1959.392,1962.97,1956.1
2026-08-13T06:01:00Z,sensor.furnace_power_total,4,278.98,279.245,279.77,279.0
2026-08-13T06:02:00Z,sensor.ac_power_total,8,1955.12,1956.144,1957.89,1955.12
2026-08-13T06:02:00Z,sensor.furnace_power_total,4,279.0,279.223,279.41,279.32
2026-08-13T06:03:00Z,sensor.ac_power_total,8,1950.72,1955.376,1959.09,1950.72
2026-08-13T06:03:00Z,sensor.furnace_power_total,3,279.37,279.503,279.74,279.4
2026-08-13T06:04:00Z,sensor.ac_power_total,8,1949.34,1950.515,1952.01,1951.0
2026-08-13T06:04:00Z,sensor.furnace_power_total,4,279.69,280.07,280.96,279.71
2026-08-13T06:05:00Z,sensor.ac_power_total,8,1951.61,1952.641,1953.3,1953.07
2026-08-13T06:05:00Z,sensor.furnace_power_total,3,279.57,279.747,279.85,279.82
2026-08-13T06:06:00Z,sensor.ac_power_total,8,1952.06,1952.935,1954.49,1953.18
2026-08-13T06:06:00Z,sensor.furnace_power_total,4,279.51,279.803,280.14,279.82
2026-08-13T06:07:00Z,sensor.ac_power_total,8,1951.34,1953.338,1954.75,1951.34
2026-08-13T06:07:00Z,sensor.furnace_power_total,3,279.41,279.67,280.09,280.09
2026-08-13T06:08:00Z,sensor.ac_power_total,8,1947.04,1947.946,1949.88,1948.42
2026-08-13T06:08:00Z,sensor.furnace_power_total,4,279.69,279.92,280.38,279.69
2026-08-13T06:09:00Z,sensor.ac_power_total,8,1946.4,1950.55,1957.88,1957.88
2026-08-13T06:09:00Z,sensor.furnace_power_total,4,279.49,280.178,280.99,280.99
2026-08-13T06:10:00Z,sensor.ac_power_total,8,1960.13,1962.172,1966.1,1966.1
2026-08-13T06:10:00Z,sensor.furnace_power_total,4,279.67,279.975,280.56,279.67
2026-08-13T06:11:00Z,sensor.ac_power_total,8,1960.69,1964.445,1966.09,1960.69
2026-08-13T06:11:00Z,sensor.furnace_power_total,4,279.4,279.783,279.92,279.9
2026-08-13T06:12:00Z,sensor.ac_power_total,8,1956.19,1957.612,1959.51,1958.81
2026-08-13T06:12:00Z,sensor.furnace_power_total,4,279.36,279.615,279.94,279.94
2026-08-13T06:13:00Z,sensor.ac_power_total,8,1959.6,1960.207,1960.55,1959.61
2026-08-13T06:13:00Z,sensor.furnace_power_total,4,279.73,279.955,280.16,280.16
2026-08-13T06:14:00Z,sensor.ac_power_total,8,1960.34,1961.398,1961.95,1961.81
2026-08-13T06:14:00Z,sensor.furnace_power_total,4,279.47,279.783,280.19,279.69
2026-08-13T06:15:00Z,sensor.ac_power_total,8,1958.32,1959.418,1961.28,1959.53
2026-08-13T06:15:00Z,sensor.furnace_power_total,4,279.62,279.975,280.32,279.81
2026-08-13T06:16:00Z,sensor.ac_power_total,8,1959.54,1961.11,1963.32,1962.26
2026-08-13T06:16:00Z,sensor.furnace_power_total,4,279.79,279.933,280.06,279.89
2026-08-13T06:17:00Z,sensor.ac_power_total,8,1951.38,1957.082,1960.66,1951.38
2026-08-13T06:17:00Z,sensor.furnace_power_total,4,279.76,279.852,279.98,279.84
2026-08-13T06:18:00Z,sensor.ac_power_total,8,1944.44,1947.342,1950.86,1944.44
2026-08-13T06:18:00Z,sensor.furnace_power_total,3,279.45,279.857,280.37,279.75
2026-08-13T06:19:00Z,sensor.ac_power_total,8,1942.94,1949.608,1965.19,1965.19
2026-08-13T06:19:00Z,sensor.furnace_power_total,4,279.63,279.825,280.01,279.63
2026-08-13T06:20:00Z,sensor.ac_power_total,8,1942.4,1957.459,1966.96,1942.4
2026-08-13T06:20:00Z,sensor.furnace_power_total,4,279.45,280.332,281.48,281.48
2026-08-13T06:21:00Z,sensor.ac_power_total,8,1939.73,1943.233,1947.88,1947.88
2026-08-13T06:21:00Z,sensor.furnace_power_total,4,279.73,280.507,280.89,280.53
2026-08-13T06:22:00Z,sensor.ac_power_total,8,1949.49,1952.856,1954.23,1954.11
2026-08-13T06:22:00Z,sensor.furnace_power_total,4,280.01,280.413,281.05,280.43
2026-08-13T06:23:00Z,sensor.ac_power_total,8,1952.77,1953.547,1955.0,1953.15
2026-08-13T06:23:00Z,sensor.furnace_power_total,4,279.19,279.985,280.89,280.89
2026-08-13T06:24:00Z,sensor.ac_power_total,8,1948.84,1950.999,1952.83,1948.84
2026-08-13T06:24:00Z,sensor.furnace_power_total,4,279.42,280.005,280.44,279.82
2026-08-13T06:25:00Z,sensor.ac_power_total,8,1949.47,1950.674,1951.72,1951.72
2026-08-13T06:25:00Z,sensor.furnace_power_total,4,279.65,280.072,280.38,280.11
2026-08-13T06:26:00Z,sensor.ac_power_total,8,1947.94,1949.874,1951.7,1947.94
2026-08-13T06:26:00Z,sensor.furnace_power_total,3,279.8,279.927,280.05,280.05
2026-08-13T06:27:00Z,sensor.ac_power_total,8,1948.17,1948.963,1950.23,1948.17
2026-08-13T06:27:00Z,sensor.furnace_power_total,4,279.58,280.07,280.32,280.32
2026-08-13T06:28:00Z,sensor.ac_power_total,8,1947.71,1948.142,1948.91,1948.91
2026-08-13T06:28:00Z,sensor.furnace_power_total,4,279.67,279.968,280.23,279.99
2026-08-13T06:29:00Z,sensor.ac_power_total,8,1949.75,1952.149,1953.68,1953.68
2026-08-13T06:29:00Z,sensor.furnace_power_total,4,279.51,279.717,279.86,279.76
2026-08-13T06:30:00Z,sensor.ac_power_total,8,1953.05,1954.576,1955.5,1953.05
2026-08-13T06:30:00Z,sensor.furnace_power_total,4,279.66,280.178,280.41,280.26
2026-08-13T06:31:00Z,sensor.ac_power_total,8,1951.66,1955.514,1958.6,1951.66
2026-08-13T06:31:00Z,sensor.furnace_power_total,4,279.42,279.668,279.83,279.42
2026-08-13T06:32:00Z,sensor.ac_power_total,8,1952.84,1954.629,1956.34,1955.5
2026-08-13T06:32:00Z,sensor.furnace_power_total,4,279.88,280.06,280.5,279.94
2026-08-13T06:33:00Z,sensor.ac_power_total,8,1950.54,1951.736,1954.16,1950.95
2026-08-13T06:33:00Z,sensor.furnace_power_total,4,279.3,279.642,279.82,279.75
2026-08-13T06:34:00Z,sensor.ac_power_total,8,1946.16,1948.169,1949.96,1946.16
2026-08-13T06:34:00Z,sensor.furnace_power_total,4,279.76,280.04,280.38,280.38
2026-08-13T06:35:00Z,sensor.ac_power_total,8,1946.51,1948.733,1951.05,1951.05
2026-08-13T06:35:00Z,sensor.furnace_power_total,4,279.67,280.13,280.74,279.67
2026-08-13T06:36:00Z,sensor.ac_power_total,8,1946.74,1949.199,1950.76,1946.74
2026-08-13T06:36:00Z,sensor.furnace_power_total,4,279.77,280.158,280.68,279.77
2026-08-13T06:37:00Z,sensor.ac_power_total,8,1941.56,1942.901,1945.55,1941.84
2026-08-13T06:37:00Z,sensor.furnace_power_total,4,279.58,279.918,280.36,280.36
2026-08-13T06:38:00Z,sensor.ac_power_total,8,1938.62,1940.479,1941.75,1938.62
2026-08-13T06:38:00Z,sensor.furnace_power_total,4,279.25,279.62,280.26,280.26
2026-08-13T06:39:00Z,sensor.ac_power_total,8,1936.68,1939.072,1942.38,1942.38
2026-08-13T06:39:00Z,sensor.furnace_power_total,4,279.46,279.873,280.4,279.46
2026-08-13T06:40:00Z,sensor.ac_power_total,8,1943.62,1945.572,1947.09,1947.09
2026-08-13T06:40:00Z,sensor.furnace_power_total,4,280.15,280.41,280.97,280.19
2026-08-13T06:41:00Z,sensor.ac_power_total,8,1937.17,1943.329,1946.88,1937.17
2026-08-13T06:41:00Z,sensor.furnace_power_total,4,279.85,279.983,280.21,280.21
2026-08-13T06:42:00Z,sensor.ac_power_total,8,1938.68,1940.082,1940.62,1940.26
2026-08-13T06:42:00Z,sensor.furnace_power_total,4,280.06,280.303,280.69,280.69
2026-08-13T06:43:00Z,sensor.ac_power_total,8,1940.28,1940.79,1942.17,1940.39
2026-08-13T06:43:00Z,sensor.furnace_power_total,4,279.7,280.048,280.31,279.7
2026-08-13T06:44:00Z,sensor.ac_power_total,8,1941.05,1942.541,1944.24,1942.23
2026-08-13T06:44:00Z,sensor.furnace_power_total,4,279.67,280.137,280.58,279.67
2026-08-13T06:45:00Z,sensor.ac_power_total,8,1935.94,1939.485,1942.38,1935.94
2026-08-13T06:45:00Z,sensor.furnace_power_total,4,280.28,280.415,280.62,280.36
2026-08-13T06:46:00Z,sensor.ac_power_total,8,1936.12,1938.429,1940.1,1938.16
2026-08-13T06:46:00Z,sensor.furnace_power_total,4,279.94,279.99,280.11,279.96
2026-08-13T06:47:00Z,sensor.ac_power_total,8,1938.01,1938.776,1939.5,1939.5
2026-08-13T06:47:00Z,sensor.furnace_power_total,4,279.58,279.957,280.27,279.79
2026-08-13T06:48:00Z,sensor.ac_power_total,8,1937.0,1939.131,1939.79,1937.0
2026-08-13T06:48:00Z,sensor.furnace_power_total,4,279.91,280.33,280.64,280.35
2026-08-13T06:49:00Z,sensor.ac_power_total,8,1935.85,1936.994,1938.7,1936.15
2026-08-13T06:49:00Z,sensor.furnace_power_total,4,280.18,280.408,280.61,280.61
2026-08-13T06:50:00Z,sensor.ac_power_total,8,1936.24,1938.896,1942.52,1942.52
2026-08-13T06:50:00Z,sensor.furnace_power_total,4,279.99,280.245,280.55,280.28
2026-08-13T06:51:00Z,sensor.ac_power_total,7,1939.77,1941.223,1942.57,1939.77
2026-08-13T06:51:00Z,sensor.furnace_power_total,4,280.15,280.498,280.85,280.15
2026-08-13T06:52:00Z,sensor.ac_power_total,8,1934.59,1936.246,1937.62,1936.17
2026-08-13T06:52:00Z,sensor.furnace_power_total,4,279.87,280.308,280.75,279.87
2026-08-13T06:53:00Z,sensor.ac_power_total,8,1934.81,1936.654,1937.8,1934.81
2026-08-13T06:53:00Z,sensor.furnace_power_total,4,280.1,280.278,280.5,280.5
2026-08-13T06:54:00Z,sensor.ac_power_total,8,1933.8,1935.276,1937.68,1937.68
2026-08-13T06:54:00Z,sensor.furnace_power_total,4,280.0,280.243,280.46,280.46
2026-08-13T06:55:00Z,sensor.ac_power_total,8,1939.92,1943.283,1945.3,1944.44
2026-08-13T06:55:00Z,sensor.furnace_power_total,4,279.71,280.127,280.34,279.71
2026-08-13T06:56:00Z,sensor.ac_power_total,8,1941.94,1943.72,1947.16,1947.16
2026-08-13T06:56:00Z,sensor.furnace_power_total,4,279.69,280.135,280.34,280.27
2026-08-13T06:57:00Z,sensor.ac_power_total,8,1933.28,1938.46,1945.59,1933.28
2026-08-13T06:57:00Z,sensor.furnace_power_total,4,279.89,280.225,280.69,280.2
2026-08-13T06:58:00Z,sensor.ac_power_total,8,1925.93,1927.536,1930.03,1926.92
2026-08-13T06:58:00Z,sensor.furnace_power_total,4,279.38,279.688,279.88,279.87
2026-08-13T06:59:00Z,sensor.ac_power_total,8,1922.62,1926.004,1927.98,1922.62
2026-08-13T06:59:00Z,sensor.furnace_power_total,4,279.49,280.25,280.74,280.46
2026-08-13T07:00:00Z,sensor.ac_power_total,8,1919.17,1920.699,1922.67,1921.16
2026-08-13T07:00:00Z,sensor.furnace_power_total,4,279.5,279.96,280.42,279.52
2026-08-13T07:01:00Z,sensor.ac_power_total,8,1922.03,1924.624,1927.14,1924.9
2026-08-13T07:01:00Z,sensor.furnace_power_total,3,279.53,279.923,280.23,279.53
2026-08-13T07:02:00Z,sensor.ac_power_total,8,1924.37,1926.206,1928.44,1928.44
2026-08-13T07:02:00Z,sensor.furnace_power_total,4,279.73,280.058,280.41,280.41
2026-08-13T07:03:00Z,sensor.ac_power_total,8,1929.65,1930.389,1931.26,1931.26
2026-08-13T07:03:00Z,sensor.furnace_power_total,4,279.73,279.865,280.06,279.73
2026-08-13T07:04:00Z,sensor.ac_power_total,8,1931.0,1932.606,1935.57,1935.57
2026-08-13T07:04:00Z,sensor.furnace_power_total,4,280.09,280.442,280.64,280.56
2026-08-13T07:05:00Z,sensor.ac_power_total,8,1926.7,1930.832,1934.19,1926.7
2026-08-13T07:05:00Z,sensor.furnace_power_total,4,279.76,279.957,280.07,280.07
2026-08-13T07:06:00Z,sensor.ac_power_total,8,1928.11,1931.438,1933.59,1933.59
2026-08-13T07:06:00Z,sensor.furnace_power_total,4,279.8,280.082,280.58,279.88
2026-08-13T07:07:00Z,sensor.ac_power_total,8,1934.48,1938.79,1942.3,1941.15
2026-08-13T07:07:00Z,sensor.furnace_power_total,4,279.84,280.147,280.45,279.92
2026-08-13T07:08:00Z,sensor.ac_power_total,8,1936.3,1941.054,1950.68,1950.68
2026-08-13T07:08:00Z,sensor.furnace_power_total,4,279.48,279.793,280.05,280.05
2026-08-13T07:09:00Z,sensor.ac_power_total,8,1944.07,1951.274,1959.83,1951.48
2026-08-13T07:09:00Z,sensor.furnace_power_total,4,278.9,279.732,280.33,279.55
2026-08-13T07:10:00Z,sensor.ac_power_total,8,1939.45,1946.32,1952.72,1939.45
2026-08-13T07:10:00Z,sensor.furnace_power_total,4,279.96,280.325,281.08,279.96
2026-08-13T07:11:00Z,sensor.ac_power_total,8,1938.78,1939.209,1939.54,1938.94
2026-08-13T07:11:00Z,sensor.furnace_power_total,4,279.61,279.817,280.15,280.15
2026-08-13T07:12:00Z,sensor.ac_power_total,8,1937.63,1938.993,1942.51,1942.51
2026-08-13T07:12:00Z,sensor.furnace_power_total,4,280.06,280.26,280.46,280.3
2026-08-13T07:13:00Z,sensor.ac_power_total,8,1940.41,1942.216,1943.05,1940.41
2026-08-13T07:13:00Z,sensor.furnace_power_total,4,280.16,280.382,280.67,280.67
2026-08-13T07:14:00Z,sensor.ac_power_total,8,1937.1,1938.705,1940.17,1937.82
2026-08-13T07:14:00Z,sensor.furnace_power_total,4,279.91,280.335,280.59,280.42
2026-08-13T07:15:00Z,sensor.ac_power_total,8,1938.41,1940.76,1941.96,1941.56
2026-08-13T07:15:00Z,sensor.furnace_power_total,4,280.3,280.627,281.07,280.49
2026-08-13T07:16:00Z,sensor.ac_power_total,8,1942.85,1943.761,1945.18,1944.98
2026-08-13T07:16:00Z,sensor.furnace_power_total,4,279.88,280.132,280.38,280.38
2026-08-13T07:17:00Z,sensor.ac_power_total,8,1933.27,1937.289,1943.49,1933.82
2026-08-13T07:17:00Z,sensor.furnace_power_total,4,279.89,280.377,280.84,280.84
2026-08-13T07:18:00Z,sensor.ac_power_total,8,1932.93,1933.97,1935.94,1933.04
2026-08-13T07:18:00Z,sensor.furnace_power_total,4,280.29,280.582,280.86,280.29
2026-08-13T07:19:00Z,sensor.ac_power_total,8,1934.14,1941.42,1947.46,1942.37
2026-08-13T07:19:00Z,sensor.furnace_power_total,4,280.16,280.505,281.06,280.27
2026-08-13T07:20:00Z,sensor.ac_power_total,8,1938.96,1941.599,1943.9,1939.93
2026-08-13T07:20:00Z,sensor.furnace_power_total,4,280.12,280.38,280.67,280.67
2026-08-13T07:21:00Z,sensor.ac_power_total,8,1932.98,1935.716,1939.75,1932.98
2026-08-13T07:21:00Z,sensor.furnace_power_total,4,280.07,280.527,281.02,281.02
2026-08-13T07:22:00Z,sensor.ac_power_total,8,1929.45,1930.905,1932.28,1932.28
2026-08-13T07:22:00Z,sensor.furnace_power_total,4,280.05,280.562,281.03,280.05
2026-08-13T07:23:00Z,sensor.ac_power_total,8,1929.29,1932.65,1936.4,1929.29
2026-08-13T07:23:00Z,sensor.furnace_power_total,4,280.4,280.493,280.62,280.43
2026-08-13T07:24:00Z,sensor.ac_power_total,8,1930.49,1933.044,1936.22,1930.49
2026-08-13T07:24:00Z,sensor.furnace_power_total,4,279.86,280.283,280.76,280.76
2026-08-13T07:25:00Z,sensor.ac_power_total,8,1927.88,1929.136,1931.58,1931.58
2026-08-13T07:25:00Z,sensor.furnace_power_total,4,280.33,280.452,280.58,280.52
2026-08-13T07:26:00Z,sensor.ac_power_total,8,1931.78,1933.423,1936.93,1936.93
2026-08-13T07:26:00Z,sensor.furnace_power_total,4,279.95,279.995,280.06,279.96
2026-08-13T07:27:00Z,sensor.ac_power_total,8,1928.51,1931.898,1936.58,1931.02
2026-08-13T07:27:00Z,sensor.furnace_power_total,4,280.16,280.47,280.73,280.16
2026-08-13T07:28:00Z,sensor.ac_power_total,7,1932.4,1934.31,1936.34,1932.71
2026-08-13T07:28:00Z,sensor.furnace_power_total,4,280.26,280.585,280.89,280.55
2026-08-13T07:29:00Z,sensor.ac_power_total,8,1934.07,1935.215,1936.33,1936.33
2026-08-13T07:29:00Z,sensor.furnace_power_total,4,279.79,280.398,280.94,279.79
2026-08-13T07:30:00Z,sensor.ac_power_total,8,1926.03,1930.973,1935.46,1926.03
2026-08-13T07:30:00Z,sensor.furnace_power_total,4,280.01,280.353,280.63,280.3
2026-08-13T07:31:00Z,sensor.ac_power_total,8,1925.72,1928.325,1929.94,1929.94
2026-08-13T07:31:00Z,sensor.furnace_power_total,4,279.77,280.298,280.51,280.51
2026-08-13T07:32:00Z,sensor.ac_power_total,8,1930.98,1932.954,1934.17,1934.17
2026-08-13T07:32:00Z,sensor.furnace_power_total,4,280.26,280.595,281.53,281.53
2026-08-13T07:33:00Z,sensor.ac_power_total,8,1924.06,1928.819,1932.95,1924.06
2026-08-13T07:33:00Z,sensor.furnace_power_total,4,280.32,280.62,281.01,280.32
2026-08-13T07:34:00Z,sensor.ac_power_total,8,1923.26,1924.481,1926.57,1926.57
2026-08-13T07:34:00Z,sensor.furnace_power_total,4,280.18,280.572,280.81,280.61
2026-08-13T07:35:00Z,sensor.ac_power_total,8,1927.41,1929.862,1931.69,1930.56
2026-08-13T07:35:00Z,sensor.furnace_power_total,4,280.41,280.575,280.82,280.41
2026-08-13T07:36:00Z,sensor.ac_power_total,8,1928.0,1929.449,1930.88,1928.0
2026-08-13T07:36:00Z,sensor.furnace_power_total,4,280.03,280.392,280.79,280.51
2026-08-13T07:37:00Z,sensor.ac_power_total,8,1928.38,1930.785,1933.74,1932.07
2026-08-13T07:37:00Z,sensor.furnace_power_total,4,280.56,280.855,281.26,280.56
2026-08-13T07:38:00Z,sensor.ac_power_total,8,1929.29,1931.224,1932.04,1929.29
2026-08-13T07:38:00Z,sensor.furnace_power_total,4,279.91,280.553,280.9,280.9
2026-08-13T07:39:00Z,sensor.ac_power_total,8,1924.41,1926.963,1929.7,1925.11
2026-08-13T07:39:00Z,sensor.furnace_power_total,4,280.21,280.363,280.77,280.24
2026-08-13T07:40:00Z,sensor.ac_power_total,8,1923.97,1925.247,1926.24,1924.97
2026-08-13T07:40:00Z,sensor.furnace_power_total,4,280.46,280.748,281.22,280.57
2026-08-13T07:41:00Z,sensor.ac_power_total,7,1928.09,1930.753,1932.27,1932.27
2026-08-13T07:41:00Z,sensor.furnace_power_total,4,280.28,280.397,280.62,280.38
2026-08-13T07:42:00Z,sensor.ac_power_total,8,1935.69,1938.22,1940.21,1935.69
2026-08-13T07:42:00Z,sensor.furnace_power_total,3,280.54,280.907,281.17,280.54
2026-08-13T07:43:00Z,sensor.ac_power_total,8,1930.84,1932.106,1935.02,1930.84
2026-08-13T07:43:00Z,sensor.furnace_power_total,4,280.49,280.815,281.05,280.49
2026-08-13T07:44:00Z,sensor.ac_power_total,8,1931.62,1933.335,1934.31,1933.76
2026-08-13T07:44:00Z,sensor.furnace_power_total,4,280.44,280.755,281.07,280.51
2026-08-13T07:45:00Z,sensor.ac_power_total,8,1934.18,1936.96,1939.56,1935.91
2026-08-13T07:45:00Z,sensor.furnace_power_total,4,280.38,280.805,281.13,280.79
2026-08-13T07:46:00Z,sensor.ac_power_total,8,1934.31,1935.696,1937.97,1935.79
2026-08-13T07:46:00Z,sensor.furnace_power_total,4,280.7,280.92,281.09,280.91
2026-08-13T07:47:00Z,sensor.ac_power_total,4,0.0,1210.178,1937.84,0.0
2026-08-13T07:47:00Z,sensor.furnace_power_total,4,276.58,277.142,277.85,276.58
2026-08-13T07:48:00Z,sensor.furnace_power_total,1,0.0,0.0,0.0,0.0
2026-08-13T13:22:00Z,sensor.furnace_power_total,2,0.0,4.335,8.67,0.0
2026-08-13T13:23:00Z,sensor.furnace_power_total,1,8.02,8.02,8.02,8.02
2026-08-13T13:24:00Z,sensor.furnace_power_total,3,0.0,5.5,8.7,7.8
2026-08-13T13:25:00Z,sensor.furnace_power_total,1,0.0,0.0,0.0,0.0
2026-08-13T13:27:00Z,sensor.furnace_power_total,2,0.0,3.87,7.74,0.0
2026-08-13T13:35:00Z,sensor.furnace_power_total,1,7.27,7.27,7.27,7.27
2026-08-13T13:36:00Z,sensor.furnace_power_total,1,0.0,0.0,0.0,0.0
2026-08-13T14:07:00Z,sensor.furnace_power_total,1,8.83,8.83,8.83,8.83
2026-08-13T14:08:00Z,sensor.furnace_power_total,1,0.0,0.0,0.0,0.0
2026-08-13T14:10:00Z,sensor.furnace_power_total,3,0.0,5.75,8.63,8.62
2026-08-13T14:11:00Z,sensor.furnace_power_total,1,0.0,0.0,0.0,0.0
2026-08-13T14:12:00Z,sensor.furnace_power_total,2,0.0,3.8,7.6,0.0
2026-08-13T14:30:00Z,sensor.furnace_power_total,1,7.23,7.23,7.23,7.23
2026-08-13T14:31:00Z,sensor.furnace_power_total,1,0.0,0.0,0.0,0.0
2026-08-13T22:43:00Z,sensor.ac_power_total,4,1027.79,1840.892,2161.36,2161.36
2026-08-13T22:43:00Z,sensor.furnace_power_total,3,14.0,193.547,288.12,288.12
2026-08-13T22:44:00Z,sensor.ac_power_total,8,2176.77,2207.921,2230.99,2230.99
2026-08-13T22:44:00Z,sensor.furnace_power_total,4,284.8,285.348,286.14,284.85
2026-08-13T22:45:00Z,sensor.ac_power_total,8,2221.18,2230.07,2241.61,2224.03
2026-08-13T22:45:00Z,sensor.furnace_power_total,4,284.24,284.712,285.07,284.57
2026-08-13T22:46:00Z,sensor.ac_power_total,8,2220.36,2233.865,2242.57,2237.47
2026-08-13T22:46:00Z,sensor.furnace_power_total,4,284.35,284.65,284.89,284.35
2026-08-13T22:47:00Z,sensor.ac_power_total,8,2239.45,2247.985,2255.47,2255.47
2026-08-13T22:47:00Z,sensor.furnace_power_total,4,284.27,284.757,285.1,284.67
2026-08-13T22:48:00Z,sensor.ac_power_total,8,2258.21,2263.035,2267.29,2267.29
2026-08-13T22:48:00Z,sensor.furnace_power_total,4,284.62,284.717,284.88,284.62
2026-08-13T22:49:00Z,sensor.ac_power_total,8,2254.41,2259.021,2264.22,2254.41
2026-08-13T22:49:00Z,sensor.furnace_power_total,4,284.02,284.402,284.82,284.02
2026-08-13T22:50:00Z,sensor.ac_power_total,8,2246.62,2248.137,2250.97,2246.62
2026-08-13T22:50:00Z,sensor.furnace_power_total,4,283.5,283.998,284.82,284.13
2026-08-13T22:51:00Z,sensor.ac_power_total,8,2239.13,2243.202,2247.3,2247.3
2026-08-13T22:51:00Z,sensor.furnace_power_total,4,282.91,283.773,284.65,282.91
2026-08-13T22:52:00Z,sensor.ac_power_total,6,0.0,1690.82,2258.62,0.0
2026-08-13T22:52:00Z,sensor.furnace_power_total,4,280.49,282.08,283.81,280.49
2026-08-13T22:53:00Z,sensor.furnace_power_total,4,193.77,220.49,279.45,193.98
2026-08-13T22:54:00Z,sensor.furnace_power_total,4,0.0,145.322,194.47,0.0
2026-08-13T23:09:00Z,sensor.ac_power_total,8,1070.94,2052.511,2260.47,2260.47
2026-08-13T23:09:00Z,sensor.furnace_power_total,4,30.73,219.632,282.85,282.85
2026-08-13T23:10:00Z,sensor.ac_power_total,8,2222.58,2239.552,2267.09,2267.09
2026-08-13T23:10:00Z,sensor.furnace_power_total,4,281.34,281.852,282.79,281.34
2026-08-13T23:11:00Z,sensor.ac_power_total,8,2228.76,2239.93,2261.86,2233.96
2026-08-13T23:11:00Z,sensor.furnace_power_total,4,280.43,281.062,281.54,281.21
2026-08-13T23:12:00Z,sensor.ac_power_total,8,2237.11,2239.207,2240.28,2237.11
2026-08-13T23:12:00Z,sensor.furnace_power_total,4,280.74,281.0,281.48,280.89
2026-08-13T23:13:00Z,sensor.ac_power_total,8,2234.09,2237.905,2240.62,2234.09
2026-08-13T23:13:00Z,sensor.furnace_power_total,4,280.44,280.975,281.62,280.44
2026-08-13T23:14:00Z,sensor.ac_power_total,8,2233.2,2234.42,2235.33,2233.56
2026-08-13T23:14:00Z,sensor.furnace_power_total,4,279.93,280.53,280.88,280.45
2026-08-13T23:15:00Z,sensor.ac_power_total,8,2236.53,2240.903,2243.35,2243.35
2026-08-13T23:15:00Z,sensor.furnace_power_total,4,279.5,280.185,280.89,279.89
2026-08-13T23:16:00Z,sensor.ac_power_total,6,0.0,1681.857,2243.62,0.0
2026-08-13T23:16:00Z,sensor.furnace_power_total,4,276.29,278.263,280.41,277.16
2026-08-13T23:17:00Z,sensor.furnace_power_total,4,189.91,212.115,276.07,189.91
2026-08-13T23:18:00Z,sensor.furnace_power_total,1,0.0,0.0,0.0,0.0
2026-08-14T01:41:00Z,sensor.ac_power_total,6,919.49,1761.193,2018.72,2018.72
2026-08-14T01:41:00Z,sensor.furnace_power_total,3,56.74,209.077,286.25,284.24
2026-08-14T01:42:00Z,sensor.ac_power_total,8,2041.02,2055.851,2063.69,2056.02
